priority,accession_number,title,record_type,historical_theme,collection_name,people,object_date,donor,neighborhood,rights_status,observation_reasons,notes
high,SRM-2026-338,Row of small wood-frame houses streetscape,Photograph,Family And Local Life,Dr. Townsend Collection,,,,Geographies To Be Confirmed,Rights Held by Museum,Ambiguous metadata language: appears; Missing object date; Missing donor and provenance; Condition still marked Needs Review; Status still marked Needs Review,"Added from the Dr Townsend folder on July 22, 2026. Source file renamed from 45.png."
high,SRM-2026-339,Woman sorting garments in distribution room,Photograph,Community and Professional Life,Dr. Townsend Collection,,,,Geographies To Be Confirmed,Rights Held by Museum,No named people on person-centered photograph; Missing object date; Missing donor and provenance; Condition still marked Needs Review; Status still marked Needs Review,"Added from the Dr Townsend folder on July 22, 2026. Source file renamed from 46.png."
high,SRM-2026-342,Man speaking at microphone behind podium,Photograph,Civic Leadership,Dr. Townsend Collection,,,,Geographies To Be Confirmed,Rights Held by Museum,No named people on person-centered photograph; Missing object date; Missing donor and provenance; Condition still marked Needs Review; Status still marked Needs Review,"Added from the Dr Townsend folder on July 22, 2026. Source file renamed from 49.png."
high,SRM-2026-346,Group photograph in front of building and construction site,Photograph,Black Health and Medicine,Dr. Townsend Collection,"William E. Miller, M.D. (associated label)",,,Geographies To Be Confirmed,Rights Held by Museum,Ambiguous metadata language: may; Ambiguous metadata language: unclear; Missing object date; Missing donor and provenance; Condition still marked Needs Review; Status still marked Needs Review,"Added from the Dr Townsend folder on July 22, 2026. Source file renamed from 53.png."
high,SRM-2026-350,Head-and-shoulders portrait of unidentified young woman,Photograph,Portraiture and Community Memory,Dr. Townsend Collection,,,,Geographies To Be Confirmed,Rights Held by Museum,Unidentified subject in title; No named people on person-centered photograph; Missing object date; Missing donor and provenance; Condition still marked Needs Review; Status still marked Needs Review,"Added from the Dr Townsend folder on July 22, 2026. Source file renamed from 57.png."
high,SRM-2026-351,Studio portrait of unidentified woman wearing glasses,Photograph,Portraiture and Community Memory,Dr. Townsend Collection,,,,Geographies To Be Confirmed,Rights Held by Museum,Unidentified subject in title; No named people on person-centered photograph; Missing object date; Missing donor and provenance; Condition still marked Needs Review; Status still marked Needs Review,"Added from the Dr Townsend folder on July 22, 2026. Source file renamed from 58.png."
high,SRM-2026-353,1926-1927 seniors group portrait,Photograph,African American Education,Dr. Townsend Collection,,1926-1927,,Geographies To Be Confirmed,Rights Held by Museum,No named people on person-centered photograph; Missing donor and provenance; Condition still marked Needs Review; Status still marked Needs Review,"Added from the Dr Townsend folder on July 22, 2026. Source file renamed from 60.png."
high,SRM-2026-356,Children eating in school cafeteria,Photograph,African American Education,Dr. Townsend Collection,,,,Geographies To Be Confirmed,Rights Held by Museum,No named people on person-centered photograph; Missing object date; Missing donor and provenance; Condition still marked Needs Review; Status still marked Needs Review,"Added from the Dr Townsend folder on July 22, 2026. Source file renamed from 64.png."
high,SRM-2026-361,"Portrait of an unidentified infant, undated",Photograph,Midwives and Motherhood,,,undated,,Geographies To Be Confirmed,Rights Unknown,Unidentified subject in title; No named people on person-centered photograph; Missing donor; Condition still marked Needs Review; Status still marked Needs Review; Rights status needs normalization: Rights Unknown; No collection name assigned,Imported from /Users/Birittany/Downloads/Stumps/1.png on 2026-07-26. Source description from pasted-text.txt. OCR not finalized; review image text for additional detail where applicable.
high,SRM-2026-362,"Portrait of three unidentified children, undated",Photograph,Family And Local Life,,,undated,,Geographies To Be Confirmed,Rights Unknown,Unidentified subject in title; No named people on person-centered photograph; Missing donor; Condition still marked Needs Review; Status still marked Needs Review; Rights status needs normalization: Rights Unknown; No collection name assigned,Imported from /Users/Birittany/Downloads/Stumps/2.png on 2026-07-26. Source description from pasted-text.txt. OCR not finalized; review image text for additional detail where applicable.
high,SRM-2026-363,"Portrait of an unidentified couple, undated",Photograph,Family And Local Life,,,undated,,Geographies To Be Confirmed,Rights Unknown,Unidentified subject in title; No named people on person-centered photograph; Missing donor; Condition still marked Needs Review; Status still marked Needs Review; Rights status needs normalization: Rights Unknown; No collection name assigned,Imported from /Users/Birittany/Downloads/Stumps/3.png on 2026-07-26. Source description from pasted-text.txt. OCR not finalized; review image text for additional detail where applicable.
high,SRM-2026-364,"Carved portrait bust of an unidentified woman, undated",Photograph,Family And Local Life,,,undated,,Geographies To Be Confirmed,Rights Unknown,Unidentified subject in title; No named people on person-centered photograph; Missing donor; Condition still marked Needs Review; Status still marked Needs Review; Rights status needs normalization: Rights Unknown; No collection name assigned,Imported from /Users/Birittany/Downloads/Stumps/4.png on 2026-07-26. Source description from pasted-text.txt. OCR not finalized; review image text for additional detail where applicable.
high,SRM-2026-365,"Carved portrait bust of an unidentified man, undated",Photograph,Family And Local Life,,,undated,,Geographies To Be Confirmed,Rights Unknown,Unidentified subject in title; No named people on person-centered photograph; Missing donor; Condition still marked Needs Review; Status still marked Needs Review; Rights status needs normalization: Rights Unknown; No collection name assigned,Imported from /Users/Birittany/Downloads/Stumps/5.png on 2026-07-26. Source description from pasted-text.txt. OCR not finalized; review image text for additional detail where applicable.
high,SRM-2026-370,"Smith Robertson Folklife Festival program, May 3–5, 1985",Archive,African American Education,,,1985,,Smith Robertson Campus,Rights Unknown,Ambiguous metadata language: may; Missing donor; Condition still marked Needs Review; Status still marked Needs Review; Rights status needs normalization: Rights Unknown; No collection name assigned,Imported from /Users/Birittany/Downloads/Stumps/10.png on 2026-07-26. Festival dates and sponsor details confirmed from the cover image on July 27
high,SRM-2026-373,"A Neighborhood Discovery exhibition program, 1983",Archive,African American Education,,,1983,,Smith Robertson Campus,Rights Unknown,Ambiguous metadata language: may; Missing donor; Condition still marked Needs Review; Status still marked Needs Review; Rights status needs normalization: Rights Unknown; No collection name assigned,Imported from /Users/Birittany/Downloads/Stumps/13.png on 2026-07-26. Exhibition dates and site wording confirmed from the image on July 27
high,SRM-2026-376,"Advertising fan with portrait of an unidentified boy, undated",Photograph,Family And Local Life,,,undated,,Geographies To Be Confirmed,Rights Unknown,Unidentified subject in title; No named people on person-centered photograph; Missing donor; Condition still marked Needs Review; Status still marked Needs Review; Rights status needs normalization: Rights Unknown; No collection name assigned,Imported from /Users/Birittany/Downloads/Stumps/16.png on 2026-07-26. Source description from pasted-text.txt. OCR not finalized; review image text for additional detail where applicable.
high,SRM-2026-377,"Portrait of an unidentified woman, undated",Photograph,Family And Local Life,,,undated,,Geographies To Be Confirmed,Rights Unknown,Unidentified subject in title; No named people on person-centered photograph; Missing donor; Condition still marked Needs Review; Status still marked Needs Review; Rights status needs normalization: Rights Unknown; No collection name assigned,Imported from /Users/Birittany/Downloads/Stumps/17.png on 2026-07-26. Source description from pasted-text.txt. OCR not finalized; review image text for additional detail where applicable.
high,SRM-2026-380,"Portrait of an unidentified young man, undated",Photograph,Family And Local Life,,,undated,,Geographies To Be Confirmed,Rights Unknown,Unidentified subject in title; No named people on person-centered photograph; Missing donor; Condition still marked Needs Review; Status still marked Needs Review; Rights status needs normalization: Rights Unknown; No collection name assigned,Imported from /Users/Birittany/Downloads/Stumps/20.png on 2026-07-26. Source description from pasted-text.txt. OCR not finalized; review image text for additional detail where applicable.
